id,year,month,day,station
17970,2022,3,31,KHGX
17971,2022,3,31,KHPX
17972,2022,3,31,KHTX
17973,2022,3,31,KICT
17974,2022,3,31,KICX
17975,2022,3,31,KILN
17976,2022,3,31,KILX
17977,2022,3,31,KIND
17978,2022,3,31,KINX
17979,2022,3,31,KIWA
17980,2022,3,31,KIWX
17981,2022,3,31,KJAX
17982,2022,3,31,KJGX
17983,2022,3,31,KJKL
17984,2022,3,31,KLBB
17985,2022,3,31,KLCH
17986,2022,3,31,KLGX
17987,2022,3,31,KLIX
17988,2022,3,31,KLNX
17989,2022,3,31,KLOT
17990,2022,3,31,KLRX
17991,2022,3,31,KLSX
17992,2022,3,31,KLTX
17993,2022,3,31,KLVX
17994,2022,3,31,KLWX
17995,2022,3,31,KLZK
17996,2022,3,31,KMAF
17997,2022,3,31,KMAX
17998,2022,3,31,KMBX
17999,2022,3,31,KMHX
18000,2022,3,31,KMLB
18001,2022,3,31,KMOB
18002,2022,3,31,KMPX
18003,2022,3,31,KMQT
18004,2022,3,31,KMRX
18005,2022,3,31,KMSX
18006,2022,3,31,KMTX
18007,2022,3,31,KMUX
18008,2022,3,31,KMVX
18009,2022,3,31,KMXX
18010,2022,3,31,KNKX
18011,2022,3,31,KNQA
18012,2022,3,31,KOAX
18013,2022,3,31,KOHX
18014,2022,3,31,KOKX
18015,2022,3,31,KOTX
18016,2022,3,31,KPAH
18017,2022,3,31,KPBZ
18018,2022,3,31,KPDT
18019,2022,3,31,KPOE
18020,2022,3,31,KPUX
18021,2022,3,31,KRAX
18022,2022,3,31,KRGX
18023,2022,3,31,KRIW
18024,2022,3,31,KRLX
18025,2022,3,31,KRTX
18026,2022,3,31,KSFX
18027,2022,3,31,KSGF
18028,2022,3,31,KSHV
18029,2022,3,31,KSJT
18030,2022,3,31,KSOX
18031,2022,3,31,KSRX
18032,2022,3,31,KTBW
18033,2022,3,31,KTFX
18034,2022,3,31,KTLH
18035,2022,3,31,KTLX
18036,2022,3,31,KTWX
18037,2022,3,31,KTYX
18038,2022,3,31,KUDX
18039,2022,3,31,KUEX
18040,2022,3,31,KVAX
18041,2022,3,31,KVBX
18042,2022,3,31,KVNX
18043,2022,3,31,KVTX
18044,2022,3,31,KVWX
18045,2022,3,31,KYUX
18046,2022,3,31,NOP4
18047,2022,3,31,PACG
18048,2022,3,31,PAEC
18049,2022,3,31,PAHG
18050,2022,3,31,PAIH
18051,2022,3,31,PAKC
18052,2022,3,31,PAPD
18053,2022,3,31,PHKI
18054,2022,3,31,PHKM
18055,2022,3,31,PHMO
18056,2022,3,31,PHWA
18057,2022,3,31,RKJK
18058,2022,3,31,RKSG
18059,2022,3,31,RODN
18060,2022,3,31,TADW
18061,2022,3,31,TATL
18062,2022,3,31,TBNA
18063,2022,3,31,TBOS
18064,2022,3,31,TBWI
18065,2022,3,31,TCLT
18066,2022,3,31,TCMH
18067,2022,3,31,TCVG
18068,2022,3,31,TDAL
18069,2022,3,31,TDAY
18070,2022,3,31,TDCA
18071,2022,3,31,TDEN
18072,2022,3,31,TDFW
18073,2022,3,31,TDTW
18074,2022,3,31,TEWR
18075,2022,3,31,TFLL
18076,2022,3,31,THOU
18077,2022,3,31,TIAD
18078,2022,3,31,TIAH
18079,2022,3,31,TICH
18080,2022,3,31,TIDS
18081,2022,3,31,TJFK
18082,2022,3,31,TJUA
18083,2022,3,31,TLAS
18084,2022,3,31,TLVE
18085,2022,3,31,TMCI
18086,2022,3,31,TMCO
18087,2022,3,31,TMDW
18088,2022,3,31,TMEM
18089,2022,3,31,TMIA
18090,2022,3,31,TMKE
18091,2022,3,31,TMSP
18092,2022,3,31,TMSY
18093,2022,3,31,TOKC
18094,2022,3,31,TORD
18095,2022,3,31,TPBI
18096,2022,3,31,TPHL
18097,2022,3,31,TPHX
18098,2022,3,31,TPIT
18099,2022,3,31,TRDU
18100,2022,3,31,TSDF
18101,2022,3,31,TSLC
18102,2022,3,31,TSTL
18103,2022,3,31,TTPA
18104,2022,3,31,TTUL
18105,2022,4,1,DOP1
18106,2022,4,1,KABR
18107,2022,4,1,KABX
18108,2022,4,1,KAKQ
18109,2022,4,1,KAMA
18110,2022,4,1,KAMX
18111,2022,4,1,KAPX
18112,2022,4,1,KARX
18113,2022,4,1,KATX
18114,2022,4,1,KBBX
18115,2022,4,1,KBGM
18116,2022,4,1,KBHX
18117,2022,4,1,KBIS
18118,2022,4,1,KBLX
18119,2022,4,1,KBMX
18120,2022,4,1,KBOX
18121,2022,4,1,KBRO
18122,2022,4,1,KBUF
18123,2022,4,1,KBYX
18124,2022,4,1,KCAE
18125,2022,4,1,KCBW
18126,2022,4,1,KCBX
18127,2022,4,1,KCCX
18128,2022,4,1,KCLE
18129,2022,4,1,KCLX
18130,2022,4,1,KCRP
18131,2022,4,1,KCXX
18132,2022,4,1,KCYS
18133,2022,4,1,KDAX
18134,2022,4,1,KDDC
18135,2022,4,1,KDFX
18136,2022,4,1,KDGX
18137,2022,4,1,KDIX
18138,2022,4,1,KDLH
18139,2022,4,1,KDMX
18140,2022,4,1,KDOX
18141,2022,4,1,KDTX
18142,2022,4,1,KDVN
18143,2022,4,1,KDYX
18144,2022,4,1,KEAX
18145,2022,4,1,KEMX
18146,2022,4,1,KENX
18147,2022,4,1,KEOX
18148,2022,4,1,KEPZ
18149,2022,4,1,KESX
18150,2022,4,1,KEVX
18151,2022,4,1,KEWX
18152,2022,4,1,KEYX
18153,2022,4,1,KFCX
18154,2022,4,1,KFDR
18155,2022,4,1,KFDX
18156,2022,4,1,KFFC
18157,2022,4,1,KFSD
18158,2022,4,1,KFSX
18159,2022,4,1,KFTG
18160,2022,4,1,KFWS
18161,2022,4,1,KGGW
18162,2022,4,1,KGJX
18163,2022,4,1,KGLD
18164,2022,4,1,KGRB
18165,2022,4,1,KGRK
18166,2022,4,1,KGRR
18167,2022,4,1,KGSP
18168,2022,4,1,KGWX
18169,2022,4,1,KGYX
18170,2022,4,1,KHDX
18171,2022,4,1,KHGX
18172,2022,4,1,KHNX
18173,2022,4,1,KHPX
18174,2022,4,1,KHTX
18175,2022,4,1,KICT
18176,2022,4,1,KICX
18177,2022,4,1,KILN
18178,2022,4,1,KILX
18179,2022,4,1,KIND
18180,2022,4,1,KINX
18181,2022,4,1,KIWA
18182,2022,4,1,KIWX
18183,2022,4,1,KJAX
18184,2022,4,1,KJGX
18185,2022,4,1,KJKL
18186,2022,4,1,KLBB
18187,2022,4,1,KLCH
18188,2022,4,1,KLGX
18189,2022,4,1,KLIX
18190,2022,4,1,KLNX
18191,2022,4,1,KLOT
18192,2022,4,1,KLRX
18193,2022,4,1,KLSX
18194,2022,4,1,KLTX
18195,2022,4,1,KLVX
18196,2022,4,1,KLWX
18197,2022,4,1,KLZK
18198,2022,4,1,KMAF
18199,2022,4,1,KMAX
18200,2022,4,1,KMBX
18201,2022,4,1,KMHX
18202,2022,4,1,KMLB
18203,2022,4,1,KMOB
18204,2022,4,1,KMPX
18205,2022,4,1,KMQT
18206,2022,4,1,KMRX
18207,2022,4,1,KMSX
18208,2022,4,1,KMTX
18209,2022,4,1,KMUX
18210,2022,4,1,KMVX
18211,2022,4,1,KMXX
18212,2022,4,1,KNKX
18213,2022,4,1,KNQA
18214,2022,4,1,KOAX
18215,2022,4,1,KOHX
18216,2022,4,1,KOKX
18217,2022,4,1,KOTX
18218,2022,4,1,KPAH
18219,2022,4,1,KPBZ
18220,2022,4,1,KPDT
18221,2022,4,1,KPOE
18222,2022,4,1,KPUX
18223,2022,4,1,KRAX
18224,2022,4,1,KRGX
18225,2022,4,1,KRIW
18226,2022,4,1,KRLX
18227,2022,4,1,KRTX
18228,2022,4,1,KSFX
18229,2022,4,1,KSGF
18230,2022,4,1,KSHV
18231,2022,4,1,KSJT
18232,2022,4,1,KSOX
18233,2022,4,1,KSRX
18234,2022,4,1,KTBW
18235,2022,4,1,KTFX
18236,2022,4,1,KTLH
18237,2022,4,1,KTLX
18238,2022,4,1,KTWX
18239,2022,4,1,KTYX
18240,2022,4,1,KUDX
18241,2022,4,1,KUEX
18242,2022,4,1,KVAX
18243,2022,4,1,KVBX
18244,2022,4,1,KVNX
18245,2022,4,1,KVTX
18246,2022,4,1,KVWX
18247,2022,4,1,KYUX
18248,2022,4,1,NOP4
18249,2022,4,1,PACG
18250,2022,4,1,PAEC
18251,2022,4,1,PAHG
18252,2022,4,1,PAIH
18253,2022,4,1,PAKC
18254,2022,4,1,PAPD
18255,2022,4,1,PHKI
18256,2022,4,1,PHKM
18257,2022,4,1,PHMO
18258,2022,4,1,PHWA
18259,2022,4,1,RKJK
18260,2022,4,1,RKSG
18261,2022,4,1,RODN
18262,2022,4,1,TADW
18263,2022,4,1,TATL
18264,2022,4,1,TBNA
18265,2022,4,1,TBOS
18266,2022,4,1,TBWI
18267,2022,4,1,TCLT
18268,2022,4,1,TCMH
18269,2022,4,1,TCVG
18270,2022,4,1,TDAL
18271,2022,4,1,TDAY
18272,2022,4,1,TDCA
18273,2022,4,1,TDEN
18274,2022,4,1,TDFW
18275,2022,4,1,TDTW
18276,2022,4,1,TEWR
18277,2022,4,1,TFLL
18278,2022,4,1,THOU
18279,2022,4,1,TIAD
18280,2022,4,1,TIAH
18281,2022,4,1,TICH
18282,2022,4,1,TIDS
18283,2022,4,1,TJFK
18284,2022,4,1,TJUA
18285,2022,4,1,TLAS
18286,2022,4,1,TLVE
18287,2022,4,1,TMCI
18288,2022,4,1,TMCO
18289,2022,4,1,TMDW
18290,2022,4,1,TMEM
18291,2022,4,1,TMIA
18292,2022,4,1,TMKE
18293,2022,4,1,TMSP
18294,2022,4,1,TMSY
18295,2022,4,1,TOKC
18296,2022,4,1,TORD
18297,2022,4,1,TPBI
18298,2022,4,1,TPHL
18299,2022,4,1,TPHX
18300,2022,4,1,TPIT
18301,2022,4,1,TRDU
18302,2022,4,1,TSDF
18303,2022,4,1,TSLC
18304,2022,4,1,TSTL
18305,2022,4,1,TTPA
18306,2022,4,1,TTUL
18307,2022,4,2,DOP1
18308,2022,4,2,KABR
18309,2022,4,2,KABX
18310,2022,4,2,KAKQ
18311,2022,4,2,KAMA
18312,2022,4,2,KAMX
18313,2022,4,2,KAPX
18314,2022,4,2,KARX
18315,2022,4,2,KATX
18316,2022,4,2,KBBX
18317,2022,4,2,KBGM
18318,2022,4,2,KBHX
18319,2022,4,2,KBIS
18320,2022,4,2,KBLX
18321,2022,4,2,KBMX
18322,2022,4,2,KBOX
18323,2022,4,2,KBRO
18324,2022,4,2,KBUF
18325,2022,4,2,KBYX
18326,2022,4,2,KCAE
18327,2022,4,2,KCBW
18328,2022,4,2,KCBX
18329,2022,4,2,KCCX
18330,2022,4,2,KCLE
18331,2022,4,2,KCLX
18332,2022,4,2,KCRP
18333,2022,4,2,KCXX
18334,2022,4,2,KCYS
18335,2022,4,2,KDAX
18336,2022,4,2,KDDC
18337,2022,4,2,KDFX
18338,2022,4,2,KDGX
18339,2022,4,2,KDIX
18340,2022,4,2,KDLH
18341,2022,4,2,KDMX
18342,2022,4,2,KDOX
18343,2022,4,2,KDTX
18344,2022,4,2,KDVN
18345,2022,4,2,KDYX
18346,2022,4,2,KEAX
18347,2022,4,2,KEMX
18348,2022,4,2,KENX
18349,2022,4,2,KEOX
18350,2022,4,2,KEPZ
18351,2022,4,2,KESX
18352,2022,4,2,KEVX
18353,2022,4,2,KEWX
18354,2022,4,2,KEYX
18355,2022,4,2,KFCX
18356,2022,4,2,KFDR
18357,2022,4,2,KFDX
18358,2022,4,2,KFFC
18359,2022,4,2,KFSD
18360,2022,4,2,KFSX
18361,2022,4,2,KFTG
18362,2022,4,2,KFWS
18363,2022,4,2,KGGW
18364,2022,4,2,KGJX
18365,2022,4,2,KGLD
18366,2022,4,2,KGRB
18367,2022,4,2,KGRK
18368,2022,4,2,KGRR
18369,2022,4,2,KGSP
18370,2022,4,2,KGWX
18371,2022,4,2,KGYX
18372,2022,4,2,KHDX
18373,2022,4,2,KHGX
18374,2022,4,2,KHNX
18375,2022,4,2,KHPX
18376,2022,4,2,KHTX
18377,2022,4,2,KICT
18378,2022,4,2,KICX
18379,2022,4,2,KILN
18380,2022,4,2,KILX
18381,2022,4,2,KIND
18382,2022,4,2,KINX
18383,2022,4,2,KIWA
18384,2022,4,2,KIWX
18385,2022,4,2,KJAX
18386,2022,4,2,KJGX
18387,2022,4,2,KJKL
18388,2022,4,2,KLBB
18389,2022,4,2,KLCH
18390,2022,4,2,KLGX
18391,2022,4,2,KLIX
18392,2022,4,2,KLNX
18393,2022,4,2,KLOT
18394,2022,4,2,KLRX
18395,2022,4,2,KLSX
18396,2022,4,2,KLTX
18397,2022,4,2,KLVX
18398,2022,4,2,KLWX
18399,2022,4,2,KLZK
18400,2022,4,2,KMAF
18401,2022,4,2,KMAX
18402,2022,4,2,KMBX
18403,2022,4,2,KMHX
18404,2022,4,2,KMLB
18405,2022,4,2,KMOB
18406,2022,4,2,KMPX
18407,2022,4,2,KMQT
18408,2022,4,2,KMRX
18409,2022,4,2,KMSX
18410,2022,4,2,KMTX
18411,2022,4,2,KMUX
18412,2022,4,2,KMVX
18413,2022,4,2,KMXX
18414,2022,4,2,KNKX
18415,2022,4,2,KNQA
18416,2022,4,2,KOAX
18417,2022,4,2,KOHX
18418,2022,4,2,KOKX
18419,2022,4,2,KOTX
18420,2022,4,2,KPAH
18421,2022,4,2,KPBZ
18422,2022,4,2,KPDT
18423,2022,4,2,KPOE
18424,2022,4,2,KPUX
18425,2022,4,2,KRAX
18426,2022,4,2,KRGX
18427,2022,4,2,KRIW
18428,2022,4,2,KRLX
18429,2022,4,2,KRTX
18430,2022,4,2,KSFX
18431,2022,4,2,KSGF
18432,2022,4,2,KSHV
18433,2022,4,2,KSJT
18434,2022,4,2,KSOX
18435,2022,4,2,KSRX
18436,2022,4,2,KTBW
18437,2022,4,2,KTFX
18438,2022,4,2,KTLH
18439,2022,4,2,KTLX
18440,2022,4,2,KTWX
18441,2022,4,2,KTYX
18442,2022,4,2,KUDX
18443,2022,4,2,KUEX
18444,2022,4,2,KVAX
18445,2022,4,2,KVBX
18446,2022,4,2,KVNX
18447,2022,4,2,KVTX
18448,2022,4,2,KVWX
18449,2022,4,2,KYUX
18450,2022,4,2,PACG
18451,2022,4,2,PAEC
18452,2022,4,2,PAHG
18453,2022,4,2,PAIH
18454,2022,4,2,PAKC
18455,2022,4,2,PAPD
18456,2022,4,2,PHKI
18457,2022,4,2,PHKM
18458,2022,4,2,PHMO
18459,2022,4,2,PHWA
18460,2022,4,2,RKJK
18461,2022,4,2,RKSG
18462,2022,4,2,RODN
18463,2022,4,2,TADW
18464,2022,4,2,TATL
18465,2022,4,2,TBNA
18466,2022,4,2,TBOS
18467,2022,4,2,TBWI
18468,2022,4,2,TCLT
18469,2022,4,2,TCMH
18470,2022,4,2,TCVG
18471,2022,4,2,TDAL
18472,2022,4,2,TDAY
18473,2022,4,2,TDCA
18474,2022,4,2,TDEN
18475,2022,4,2,TDFW
18476,2022,4,2,TDTW
18477,2022,4,2,TEWR
18478,2022,4,2,TFLL
18479,2022,4,2,THOU
18480,2022,4,2,TIAD
18481,2022,4,2,TIAH
18482,2022,4,2,TICH
18483,2022,4,2,TIDS
18484,2022,4,2,TJFK
18485,2022,4,2,TJUA
18486,2022,4,2,TLAS
18487,2022,4,2,TLVE
18488,2022,4,2,TMCI
18489,2022,4,2,TMCO
18490,2022,4,2,TMDW
18491,2022,4,2,TMEM
18492,2022,4,2,TMIA
18493,2022,4,2,TMKE
18494,2022,4,2,TMSP
18495,2022,4,2,TMSY
18496,2022,4,2,TOKC
18497,2022,4,2,TORD
18498,2022,4,2,TPBI
18499,2022,4,2,TPHL
18500,2022,4,2,TPHX
18501,2022,4,2,TPIT
18502,2022,4,2,TRDU
18503,2022,4,2,TSDF
18504,2022,4,2,TSLC
18505,2022,4,2,TSTL
18506,2022,4,2,TTPA
18507,2022,4,2,TTUL
18508,2022,4,3,DOP1
18509,2022,4,3,KABR
18510,2022,4,3,KABX
18511,2022,4,3,KAKQ
18512,2022,4,3,KAMA
18513,2022,4,3,KAMX
18514,2022,4,3,KAPX
18515,2022,4,3,KARX
18516,2022,4,3,KATX
18517,2022,4,3,KBBX
18518,2022,4,3,KBGM
18519,2022,4,3,KBHX
18520,2022,4,3,KBIS
18521,2022,4,3,KBLX
18522,2022,4,3,KBMX
18523,2022,4,3,KBOX
18524,2022,4,3,KBRO
18525,2022,4,3,KBUF
18526,2022,4,3,KBYX
18527,2022,4,3,KCAE
18528,2022,4,3,KCBW
18529,2022,4,3,KCBX
18530,2022,4,3,KCCX
18531,2022,4,3,KCLE
18532,2022,4,3,KCLX
18533,2022,4,3,KCRP
18534,2022,4,3,KCXX
18535,2022,4,3,KCYS
18536,2022,4,3,KDAX
18537,2022,4,3,KDDC
18538,2022,4,3,KDFX
18539,2022,4,3,KDGX
18540,2022,4,3,KDIX
18541,2022,4,3,KDLH
18542,2022,4,3,KDMX
18543,2022,4,3,KDOX
18544,2022,4,3,KDTX
18545,2022,4,3,KDVN
18546,2022,4,3,KDYX
18547,2022,4,3,KEAX
18548,2022,4,3,KEMX
18549,2022,4,3,KENX
18550,2022,4,3,KEOX
18551,2022,4,3,KEPZ
18552,2022,4,3,KESX
18553,2022,4,3,KEVX
18554,2022,4,3,KEWX
18555,2022,4,3,KEYX
18556,2022,4,3,KFCX
18557,2022,4,3,KFDR
18558,2022,4,3,KFDX
18559,2022,4,3,KFFC
18560,2022,4,3,KFSD
18561,2022,4,3,KFSX
18562,2022,4,3,KFTG
18563,2022,4,3,KFWS
18564,2022,4,3,KGGW
18565,2022,4,3,KGJX
18566,2022,4,3,KGLD
18567,2022,4,3,KGRB
18568,2022,4,3,KGRK
18569,2022,4,3,KGRR
18570,2022,4,3,KGSP
18571,2022,4,3,KGWX
18572,2022,4,3,KGYX
18573,2022,4,3,KHDX
18574,2022,4,3,KHGX
18575,2022,4,3,KHNX
18576,2022,4,3,KHPX
18577,2022,4,3,KHTX
18578,2022,4,3,KICT
18579,2022,4,3,KICX
18580,2022,4,3,KILN
18581,2022,4,3,KILX
18582,2022,4,3,KIND
18583,2022,4,3,KINX
18584,2022,4,3,KIWA
18585,2022,4,3,KIWX
18586,2022,4,3,KJAX
18587,2022,4,3,KJGX
18588,2022,4,3,KJKL
18589,2022,4,3,KLBB
18590,2022,4,3,KLCH
18591,2022,4,3,KLGX
18592,2022,4,3,KLIX
18593,2022,4,3,KLNX
18594,2022,4,3,KLOT
18595,2022,4,3,KLRX
18596,2022,4,3,KLSX
18597,2022,4,3,KLTX
18598,2022,4,3,KLVX
18599,2022,4,3,KLWX
18600,2022,4,3,KLZK
18601,2022,4,3,KMAF
18602,2022,4,3,KMAX
18603,2022,4,3,KMBX
18604,2022,4,3,KMHX
18605,2022,4,3,KMLB
18606,2022,4,3,KMOB
18607,2022,4,3,KMPX
18608,2022,4,3,KMQT
18609,2022,4,3,KMRX
18610,2022,4,3,KMSX
18611,2022,4,3,KMTX
18612,2022,4,3,KMUX
18613,2022,4,3,KMVX
18614,2022,4,3,KMXX
18615,2022,4,3,KNKX
18616,2022,4,3,KNQA
18617,2022,4,3,KOAX
18618,2022,4,3,KOHX
18619,2022,4,3,KOKX
18620,2022,4,3,KOTX
18621,2022,4,3,KPAH
18622,2022,4,3,KPBZ
18623,2022,4,3,KPDT
18624,2022,4,3,KPOE
18625,2022,4,3,KPUX
18626,2022,4,3,KRAX
18627,2022,4,3,KRGX
18628,2022,4,3,KRIW
18629,2022,4,3,KRLX
18630,2022,4,3,KRTX
18631,2022,4,3,KSFX
18632,2022,4,3,KSGF
18633,2022,4,3,KSHV
18634,2022,4,3,KSJT
18635,2022,4,3,KSOX
18636,2022,4,3,KSRX
18637,2022,4,3,KTBW
18638,2022,4,3,KTFX
18639,2022,4,3,KTLH
18640,2022,4,3,KTLX
18641,2022,4,3,KTWX
18642,2022,4,3,KTYX
18643,2022,4,3,KUEX
18644,2022,4,3,KVAX
18645,2022,4,3,KVBX
18646,2022,4,3,KVNX
18647,2022,4,3,KVTX
18648,2022,4,3,KVWX
18649,2022,4,3,KYUX
18650,2022,4,3,PACG
18651,2022,4,3,PAEC
18652,2022,4,3,PAHG
18653,2022,4,3,PAIH
18654,2022,4,3,PAKC
18655,2022,4,3,PAPD
18656,2022,4,3,PHKI
18657,2022,4,3,PHKM
18658,2022,4,3,PHMO
18659,2022,4,3,PHWA
18660,2022,4,3,RKJK
18661,2022,4,3,RKSG
18662,2022,4,3,RODN
18663,2022,4,3,TADW
18664,2022,4,3,TATL
18665,2022,4,3,TBNA
18666,2022,4,3,TBOS
18667,2022,4,3,TBWI
18668,2022,4,3,TCLT
18669,2022,4,3,TCMH
18670,2022,4,3,TCVG
18671,2022,4,3,TDAL
18672,2022,4,3,TDAY
18673,2022,4,3,TDCA
18674,2022,4,3,TDEN
18675,2022,4,3,TDFW
18676,2022,4,3,TDTW
18677,2022,4,3,TEWR
18678,2022,4,3,TFLL
18679,2022,4,3,THOU
18680,2022,4,3,TIAD
18681,2022,4,3,TIAH
18682,2022,4,3,TICH
18683,2022,4,3,TIDS
18684,2022,4,3,TJFK
18685,2022,4,3,TJUA
18686,2022,4,3,TLAS
18687,2022,4,3,TLVE
18688,2022,4,3,TMCI
18689,2022,4,3,TMCO
18690,2022,4,3,TMDW
18691,2022,4,3,TMEM
18692,2022,4,3,TMIA
18693,2022,4,3,TMKE
18694,2022,4,3,TMSP
18695,2022,4,3,TMSY
18696,2022,4,3,TOKC
18697,2022,4,3,TORD
18698,2022,4,3,TPBI
18699,2022,4,3,TPHL
18700,2022,4,3,TPHX
18701,2022,4,3,TPIT
18702,2022,4,3,TRDU
18703,2022,4,3,TSDF
18704,2022,4,3,TSLC
18705,2022,4,3,TSTL
18706,2022,4,3,TTPA
18707,2022,4,3,TTUL
18708,2022,4,4,DOP1
18709,2022,4,4,KABR
18710,2022,4,4,KABX
18711,2022,4,4,KAKQ
18712,2022,4,4,KAMA
18713,2022,4,4,KAMX
18714,2022,4,4,KAPX
18715,2022,4,4,KARX
18716,2022,4,4,KATX
18717,2022,4,4,KBBX
18718,2022,4,4,KBGM
18719,2022,4,4,KBHX
18720,2022,4,4,KBIS
18721,2022,4,4,KBLX
18722,2022,4,4,KBMX
18723,2022,4,4,KBOX
18724,2022,4,4,KBRO
18725,2022,4,4,KBUF
18726,2022,4,4,KBYX
18727,2022,4,4,KCAE
18728,2022,4,4,KCBW
18729,2022,4,4,KCBX
18730,2022,4,4,KCCX
18731,2022,4,4,KCLE
18732,2022,4,4,KCLX
18733,2022,4,4,KCRP
18734,2022,4,4,KCXX
18735,2022,4,4,KCYS
18736,2022,4,4,KDAX
18737,2022,4,4,KDDC
18738,2022,4,4,KDFX
18739,2022,4,4,KDGX
18740,2022,4,4,KDIX
18741,2022,4,4,KDLH
18742,2022,4,4,KDMX
18743,2022,4,4,KDOX
18744,2022,4,4,KDTX
18745,2022,4,4,KDVN
18746,2022,4,4,KDYX
18747,2022,4,4,KEAX
18748,2022,4,4,KEMX
18749,2022,4,4,KENX
18750,2022,4,4,KEOX
18751,2022,4,4,KEPZ
18752,2022,4,4,KESX
18753,2022,4,4,KEVX
18754,2022,4,4,KEWX
18755,2022,4,4,KEYX
18756,2022,4,4,KFCX
18757,2022,4,4,KFDR
18758,2022,4,4,KFDX
18759,2022,4,4,KFFC
18760,2022,4,4,KFSD
18761,2022,4,4,KFSX
18762,2022,4,4,KFTG
18763,2022,4,4,KFWS
18764,2022,4,4,KGGW
18765,2022,4,4,KGJX
18766,2022,4,4,KGLD
18767,2022,4,4,KGRB
18768,2022,4,4,KGRK
18769,2022,4,4,KGRR
18770,2022,4,4,KGSP
18771,2022,4,4,KGWX
18772,2022,4,4,KGYX
18773,2022,4,4,KHDX
18774,2022,4,4,KHGX
18775,2022,4,4,KHNX
18776,2022,4,4,KHPX
18777,2022,4,4,KHTX
18778,2022,4,4,KICT
18779,2022,4,4,KICX
18780,2022,4,4,KILN
18781,2022,4,4,KILX
18782,2022,4,4,KIND
18783,2022,4,4,KINX
18784,2022,4,4,KIWA
18785,2022,4,4,KIWX
18786,2022,4,4,KJAX
18787,2022,4,4,KJGX
18788,2022,4,4,KJKL
18789,2022,4,4,KLBB
18790,2022,4,4,KLCH
18791,2022,4,4,KLGX
18792,2022,4,4,KLIX
18793,2022,4,4,KLNX
18794,2022,4,4,KLOT
18795,2022,4,4,KLRX
18796,2022,4,4,KLSX
18797,2022,4,4,KLTX
18798,2022,4,4,KLVX
18799,2022,4,4,KLWX
18800,2022,4,4,KLZK
18801,2022,4,4,KMAF
18802,2022,4,4,KMAX
18803,2022,4,4,KMBX
18804,2022,4,4,KMHX
18805,2022,4,4,KMLB
18806,2022,4,4,KMOB
18807,2022,4,4,KMPX
18808,2022,4,4,KMQT
18809,2022,4,4,KMRX
18810,2022,4,4,KMSX
18811,2022,4,4,KMTX
18812,2022,4,4,KMUX
18813,2022,4,4,KMVX
18814,2022,4,4,KMXX
18815,2022,4,4,KNKX
18816,2022,4,4,KNQA
18817,2022,4,4,KOAX
18818,2022,4,4,KOHX
18819,2022,4,4,KOKX
18820,2022,4,4,KOTX
18821,2022,4,4,KPAH
18822,2022,4,4,KPBZ
18823,2022,4,4,KPDT
18824,2022,4,4,KPOE
18825,2022,4,4,KPUX
18826,2022,4,4,KRAX
18827,2022,4,4,KRGX
18828,2022,4,4,KRIW
18829,2022,4,4,KRLX
18830,2022,4,4,KRTX
18831,2022,4,4,KSFX
18832,2022,4,4,KSGF
18833,2022,4,4,KSHV
18834,2022,4,4,KSJT
18835,2022,4,4,KSOX
18836,2022,4,4,KSRX
18837,2022,4,4,KTBW
18838,2022,4,4,KTFX
18839,2022,4,4,KTLH
18840,2022,4,4,KTLX
18841,2022,4,4,KTWX
18842,2022,4,4,KTYX
18843,2022,4,4,KUEX
18844,2022,4,4,KVAX
18845,2022,4,4,KVBX
18846,2022,4,4,KVNX
18847,2022,4,4,KVTX
18848,2022,4,4,KVWX
18849,2022,4,4,KYUX
18850,2022,4,4,PABC
18851,2022,4,4,PACG
18852,2022,4,4,PAEC
18853,2022,4,4,PAHG
18854,2022,4,4,PAIH
18855,2022,4,4,PAKC
18856,2022,4,4,PAPD
18857,2022,4,4,PHKI
18858,2022,4,4,PHKM
18859,2022,4,4,PHMO
18860,2022,4,4,PHWA
18861,2022,4,4,RKJK
18862,2022,4,4,RKSG
18863,2022,4,4,RODN
18864,2022,4,4,TADW
18865,2022,4,4,TATL
18866,2022,4,4,TBNA
18867,2022,4,4,TBOS
18868,2022,4,4,TBWI
18869,2022,4,4,TCLT
18870,2022,4,4,TCMH
18871,2022,4,4,TCVG
18872,2022,4,4,TDAL
18873,2022,4,4,TDAY
18874,2022,4,4,TDCA
18875,2022,4,4,TDEN
18876,2022,4,4,TDFW
18877,2022,4,4,TDTW
18878,2022,4,4,TEWR
18879,2022,4,4,TFLL
18880,2022,4,4,THOU
18881,2022,4,4,TIAD
18882,2022,4,4,TIAH
18883,2022,4,4,TICH
18884,2022,4,4,TIDS
18885,2022,4,4,TJFK
18886,2022,4,4,TJUA
18887,2022,4,4,TLAS
18888,2022,4,4,TLVE
18889,2022,4,4,TMCI
18890,2022,4,4,TMCO
18891,2022,4,4,TMDW
18892,2022,4,4,TMEM
18893,2022,4,4,TMIA
18894,2022,4,4,TMKE
18895,2022,4,4,TMSP
18896,2022,4,4,TMSY
18897,2022,4,4,TOKC
18898,2022,4,4,TORD
18899,2022,4,4,TPBI
18900,2022,4,4,TPHL
18901,2022,4,4,TPHX
18902,2022,4,4,TPIT
18903,2022,4,4,TRDU
18904,2022,4,4,TSDF
18905,2022,4,4,TSLC
18906,2022,4,4,TSTL
